txn_id,merchant_id,cardholder_id,amount,status,txn_date,refund_flag,decline_reason
1467,78,773,17.38,completed,2023-10-28,0,
1468,106,67,154.03,completed,2023-10-28,0,
1469,484,1273,31.06,completed,2023-10-28,0,
1470,383,991,20.72,completed,2023-10-28,0,
1471,156,615,10.04,completed,2023-10-28,0,
1472,21,226,57.15,completed,2023-10-28,0,
1473,347,1351,8.98,completed,2023-10-29,0,
1474,123,1931,24.94,completed,2023-10-29,0,
1475,274,1451,24.6,completed,2023-10-29,0,
1476,12,912,24.53,completed,2023-10-29,0,
1477,398,1547,18.65,completed,2023-10-29,0,
1478,373,1891,10.72,completed,2023-10-29,0,
1479,331,211,34.17,completed,2023-10-29,0,
1480,305,657,57.97,completed,2023-10-29,0,
1481,304,1797,90.92,completed,2023-10-29,0,
1482,169,1036,37.95,completed,2023-10-29,0,
1483,486,1204,25.32,completed,2023-10-29,0,
1484,476,74,25.41,completed,2023-10-29,0,
1485,320,170,40.24,completed,2023-10-29,0,
1486,150,1352,24.89,completed,2023-10-29,0,
1487,108,453,37.32,completed,2023-10-29,0,
1488,45,1223,147.51,completed,2023-10-29,0,
1489,48,247,25.91,failed,2023-10-29,0,merchant_limit_exceeded
1490,451,1400,22.58,completed,2023-10-29,0,
1491,211,402,79.03,failed,2023-10-29,0,card_blocked
1492,420,1173,75.83,completed,2023-10-29,0,
1493,5,758,156.23,completed,2023-10-29,0,
1494,117,614,83.66,completed,2023-10-29,1,
1495,197,1910,115.75,completed,2023-10-29,0,
1496,57,320,56.58,completed,2023-10-29,0,
1497,262,1988,45.28,completed,2023-10-29,0,
1498,64,234,137.98,completed,2023-10-29,0,
1499,463,1700,91.9,completed,2023-10-29,0,
1500,414,1071,55.71,completed,2023-10-29,0,
1501,255,765,78.39,completed,2023-10-29,0,
1502,408,462,47.05,completed,2023-10-29,0,
1503,498,613,65.32,completed,2023-10-29,0,
1504,344,905,9.52,completed,2023-10-29,0,
1505,139,457,26.65,completed,2023-10-29,0,
1506,477,1605,15.87,completed,2023-10-29,0,
1507,331,1449,67.14,completed,2023-10-29,0,
1508,241,1461,38.23,failed,2023-10-29,0,processing_error
1509,253,831,25.3,completed,2023-10-29,0,
1510,148,1863,64.55,completed,2023-10-29,1,
1511,57,190,24.78,completed,2023-10-29,0,
1512,394,759,17.49,completed,2023-10-29,0,
1513,393,1963,27.69,completed,2023-10-29,0,
1514,58,344,79.74,completed,2023-10-29,0,
1515,467,1942,18.86,completed,2023-10-29,0,
1516,344,1165,19.54,completed,2023-10-29,0,
1517,276,638,41.71,completed,2023-10-29,0,
1518,333,1199,31.55,completed,2023-10-29,0,
1519,354,1519,12.39,completed,2023-10-29,0,
1520,101,1995,114.04,completed,2023-10-29,0,
1521,20,789,93.94,completed,2023-10-29,0,
1522,382,648,70.51,completed,2023-10-29,1,
1523,206,1824,12.89,completed,2023-10-29,0,
1524,422,314,35.47,completed,2023-10-29,0,
1525,209,1763,29.56,completed,2023-10-29,0,
1526,454,1496,16.47,completed,2023-10-29,0,
1527,60,1767,45.64,completed,2023-10-29,0,
1528,273,1624,16.97,completed,2023-10-29,0,
1529,58,1095,21.54,completed,2023-10-29,0,
1530,129,1276,26.71,completed,2023-10-29,0,
1531,328,1308,33.11,completed,2023-10-29,0,
1532,202,1578,17.01,completed,2023-10-29,0,
1533,382,930,64.79,completed,2023-10-29,1,
1534,411,207,15.31,completed,2023-10-29,0,
1535,52,1496,35.27,completed,2023-10-29,0,
1536,269,1021,38.52,completed,2023-10-30,0,
1537,417,231,12.64,completed,2023-10-30,0,
1538,5,845,16.22,completed,2023-10-30,0,
1539,46,1864,21.71,completed,2023-10-30,0,
1540,438,249,34.73,completed,2023-10-30,0,
1541,126,1967,65.02,completed,2023-10-30,0,
1542,44,352,8.81,completed,2023-10-30,0,
1543,225,466,55.35,completed,2023-10-30,0,
1544,5,1831,10.23,completed,2023-10-30,0,
1545,49,123,69.71,completed,2023-10-30,0,
1546,114,1140,41.49,completed,2023-10-30,0,
1547,336,1763,73.66,completed,2023-10-30,0,
1548,27,1106,48.29,completed,2023-10-30,0,
1549,370,748,40.86,completed,2023-10-30,0,
1550,5,308,16.85,completed,2023-10-30,0,
1551,21,56,31.24,completed,2023-10-30,0,
1552,109,387,17.28,completed,2023-10-30,0,
1553,393,342,20.65,completed,2023-10-30,0,
1554,388,1127,241.78,completed,2023-10-30,0,
1555,338,1612,27.35,completed,2023-10-30,0,
1556,401,180,14.73,completed,2023-10-30,0,
1557,221,1075,14.25,completed,2023-10-30,0,
1558,325,877,89.34,completed,2023-10-30,0,
1559,66,632,21.57,completed,2023-10-30,0,
1560,289,844,45.64,completed,2023-10-30,0,
1561,219,1106,25.69,completed,2023-10-30,0,
1562,488,407,6.5,completed,2023-10-30,0,
1563,330,304,35.79,completed,2023-10-30,0,
1564,12,785,14.15,completed,2023-10-30,0,
1565,462,982,44.55,completed,2023-10-30,0,
1566,116,983,17.51,completed,2023-10-30,0,
1567,347,1851,46.97,completed,2023-10-30,0,
1568,31,75,10.58,completed,2023-10-30,0,
1569,452,842,25.37,completed,2023-10-30,0,
1570,196,1041,28.99,completed,2023-10-30,0,
1571,72,1572,19.31,completed,2023-10-30,0,
1572,452,303,19.0,completed,2023-10-30,0,
1573,131,80,32.73,completed,2023-10-30,0,
1574,411,1469,16.35,failed,2023-10-30,0,merchant_limit_exceeded
1575,131,1248,41.27,completed,2023-10-30,0,
1576,414,1983,24.09,completed,2023-10-30,0,
1577,358,547,11.69,completed,2023-10-30,0,
1578,459,662,12.28,completed,2023-10-30,0,
1579,409,23,12.3,completed,2023-10-30,0,
1580,1,465,75.68,completed,2023-10-30,0,
1581,202,1879,51.02,completed,2023-10-30,0,
1582,243,1321,199.73,completed,2023-10-30,0,
1583,477,1865,26.8,completed,2023-10-30,0,
1584,25,1108,7.47,completed,2023-10-30,0,
1585,177,1435,63.36,completed,2023-10-30,0,
1586,294,1531,25.42,completed,2023-10-30,0,
1587,465,1364,24.33,completed,2023-10-30,0,
1588,287,1451,201.77,completed,2023-10-30,0,
1589,49,1026,30.0,completed,2023-10-30,0,
1590,85,880,7.09,failed,2023-10-30,0,merchant_limit_exceeded
1591,38,1076,64.23,completed,2023-10-30,0,
1592,313,1958,66.13,completed,2023-10-30,0,
1593,169,297,44.69,completed,2023-10-30,0,
1594,321,810,45.49,completed,2023-10-31,0,
1595,77,897,40.91,completed,2023-10-31,0,
1596,35,1206,24.47,completed,2023-10-31,1,
1597,252,1291,11.85,completed,2023-10-31,0,
1598,463,1774,18.11,completed,2023-10-31,0,
1599,434,1586,35.15,completed,2023-10-31,0,
1600,106,793,16.82,completed,2023-10-31,1,
1601,143,859,232.48,completed,2023-10-31,0,
1602,446,877,73.62,completed,2023-10-31,0,
1603,189,1780,163.97,completed,2023-10-31,0,
1604,397,471,11.41,completed,2023-10-31,0,
1605,134,1243,21.01,completed,2023-10-31,0,
1606,13,752,19.81,completed,2023-10-31,0,
1607,143,995,159.12,completed,2023-10-31,0,
1608,158,1022,68.25,completed,2023-10-31,0,
1609,110,1578,80.64,completed,2023-10-31,0,
1610,84,1439,29.14,failed,2023-10-31,0,insufficient_funds
1611,28,1589,20.22,completed,2023-10-31,0,
1612,85,441,11.69,completed,2023-10-31,0,
1613,480,637,110.35,completed,2023-10-31,0,
1614,262,1642,17.9,completed,2023-10-31,0,
1615,436,1747,27.43,completed,2023-10-31,0,
1616,138,1276,37.8,completed,2023-10-31,0,
1617,379,120,44.94,completed,2023-10-31,0,
1618,46,510,175.52,completed,2023-10-31,0,
1619,230,1764,14.25,failed,2023-10-31,0,insufficient_funds
1620,244,973,50.96,completed,2023-10-31,0,
1621,482,1556,29.83,completed,2023-10-31,0,
1622,26,1102,30.62,completed,2023-10-31,0,
1623,109,1777,26.22,completed,2023-10-31,0,
1624,462,867,204.95,completed,2023-10-31,0,
1625,286,1480,50.49,completed,2023-10-31,0,
1626,447,830,6.27,completed,2023-10-31,0,
1627,170,1298,99.48,completed,2023-10-31,0,
1628,296,70,22.97,failed,2023-10-31,0,card_blocked
1629,327,1511,16.31,completed,2023-10-31,0,
1630,165,232,25.73,completed,2023-10-31,0,
1631,153,1099,14.84,completed,2023-10-31,0,
1632,398,939,46.43,completed,2023-10-31,0,
1633,218,1940,22.33,completed,2023-10-31,0,
1634,202,1759,30.66,completed,2023-10-31,0,
1635,372,379,7.15,completed,2023-10-31,0,
1636,451,303,7.39,completed,2023-10-31,0,
1637,441,1824,20.73,completed,2023-10-31,0,
1638,469,298,45.5,failed,2023-10-31,0,merchant_limit_exceeded
1639,142,1546,26.75,completed,2023-10-31,0,
1640,96,426,93.2,completed,2023-10-31,0,
1641,218,189,37.03,completed,2023-10-31,0,
1642,139,815,60.74,completed,2023-10-31,0,
1643,180,343,317.14,completed,2023-10-31,0,
1644,386,1592,35.31,completed,2023-10-31,0,
1645,207,964,46.67,completed,2023-10-31,0,
1646,443,874,82.98,completed,2023-11-01,0,
1647,185,39,63.54,completed,2023-11-01,0,
1648,220,1187,21.28,completed,2023-11-01,0,
1649,349,940,34.5,completed,2023-11-01,0,
1650,89,249,54.48,completed,2023-11-01,0,
1651,382,1170,9.94,completed,2023-11-01,1,
1652,443,1733,203.3,completed,2023-11-01,0,
1653,489,1653,146.5,completed,2023-11-01,0,
1654,82,82,3.91,completed,2023-11-01,0,
1655,460,1033,15.05,completed,2023-11-01,0,
1656,223,1486,342.82,completed,2023-11-01,0,
1657,115,1904,35.22,failed,2023-11-01,0,insufficient_funds
1658,295,1402,165.82,completed,2023-11-01,0,
1659,282,911,52.2,completed,2023-11-01,0,
1660,361,335,24.64,completed,2023-11-01,0,
1661,140,1130,29.04,failed,2023-11-01,0,merchant_limit_exceeded
1662,227,1829,29.14,completed,2023-11-01,0,
1663,122,106,35.32,completed,2023-11-01,0,
1664,146,1913,34.92,completed,2023-11-01,0,
1665,197,1433,47.54,completed,2023-11-01,0,
1666,30,1232,48.21,completed,2023-11-01,1,
1667,458,1186,45.53,completed,2023-11-01,0,
1668,398,1367,23.38,completed,2023-11-01,0,
1669,405,128,88.65,completed,2023-11-01,0,
1670,256,163,31.03,completed,2023-11-01,0,
1671,379,152,27.03,failed,2023-11-01,0,card_blocked
1672,147,896,61.22,completed,2023-11-01,0,
1673,321,1140,12.36,completed,2023-11-01,0,
1674,443,86,40.59,completed,2023-11-01,0,
1675,12,1902,49.84,completed,2023-11-01,0,
1676,432,1827,69.39,failed,2023-11-01,0,card_blocked
1677,153,435,21.98,completed,2023-11-01,0,
1678,464,601,19.65,completed,2023-11-01,0,
1679,455,1665,19.66,completed,2023-11-01,0,
1680,473,859,333.15,completed,2023-11-01,1,
1681,239,908,43.08,completed,2023-11-01,0,
1682,33,741,8.78,completed,2023-11-01,0,
1683,157,702,15.91,completed,2023-11-01,0,
1684,294,1764,140.76,completed,2023-11-01,0,
1685,309,1951,16.69,completed,2023-11-01,0,
1686,28,1143,17.28,completed,2023-11-01,0,
1687,265,1664,29.81,completed,2023-11-01,0,
1688,247,1818,2.4,completed,2023-11-01,0,
1689,276,568,7.11,completed,2023-11-01,0,
1690,409,1721,26.65,completed,2023-11-01,0,
1691,77,112,24.54,completed,2023-11-01,0,
1692,481,1765,84.96,completed,2023-11-01,0,
1693,169,1673,103.95,completed,2023-11-01,0,
1694,330,1393,32.92,failed,2023-11-02,0,processing_error
1695,438,1992,20.97,completed,2023-11-02,0,
1696,110,652,12.77,completed,2023-11-02,0,
1697,111,851,23.77,completed,2023-11-02,0,
1698,367,395,50.03,completed,2023-11-02,0,
1699,480,253,47.43,completed,2023-11-02,0,
1700,206,910,19.87,completed,2023-11-02,0,
1701,114,1845,60.86,completed,2023-11-02,0,
1702,294,7,78.21,completed,2023-11-02,0,
1703,8,1122,79.81,completed,2023-11-02,0,
1704,194,899,18.16,completed,2023-11-02,0,
1705,145,1810,23.56,completed,2023-11-02,0,
1706,275,1099,28.27,completed,2023-11-02,0,
1707,78,1509,44.25,completed,2023-11-02,0,
1708,460,47,50.9,completed,2023-11-02,0,
1709,142,459,19.02,completed,2023-11-02,1,
1710,453,366,60.67,completed,2023-11-02,0,
1711,177,1784,110.75,completed,2023-11-02,0,
1712,68,371,47.57,completed,2023-11-02,0,
1713,461,1084,34.7,completed,2023-11-02,0,
1714,288,35,13.39,completed,2023-11-02,0,
1715,314,1271,141.65,completed,2023-11-02,0,
1716,467,852,7.26,completed,2023-11-02,0,
1717,347,936,80.7,completed,2023-11-02,0,
1718,385,229,33.23,completed,2023-11-02,0,
1719,3,420,24.37,completed,2023-11-02,0,
1720,23,1406,125.51,completed,2023-11-02,0,
1721,279,629,117.28,completed,2023-11-02,0,
1722,291,1185,10.05,completed,2023-11-02,0,
1723,225,904,17.0,completed,2023-11-02,0,
1724,166,1493,13.64,completed,2023-11-02,0,
1725,178,1301,54.95,completed,2023-11-02,0,
1726,166,844,14.38,completed,2023-11-02,0,
1727,66,1389,29.21,completed,2023-11-02,0,
1728,112,1785,38.54,completed,2023-11-02,0,
1729,421,918,13.95,completed,2023-11-02,0,
1730,180,620,33.96,completed,2023-11-02,0,
1731,311,1374,46.75,completed,2023-11-02,0,
1732,118,1599,50.59,failed,2023-11-02,0,insufficient_funds
1733,267,708,15.6,completed,2023-11-02,0,
1734,158,357,47.17,completed,2023-11-02,0,
1735,39,431,63.28,completed,2023-11-02,0,
1736,115,1140,16.85,failed,2023-11-03,0,processing_error
1737,35,816,4.55,completed,2023-11-03,0,
1738,262,1005,93.01,completed,2023-11-03,0,
1739,62,943,100.13,completed,2023-11-03,0,
1740,380,509,23.81,failed,2023-11-03,0,insufficient_funds
1741,367,726,42.81,completed,2023-11-03,0,
1742,294,1802,30.16,completed,2023-11-03,0,
1743,251,1219,20.91,completed,2023-11-03,0,
1744,393,1603,55.69,completed,2023-11-03,0,
1745,444,635,17.65,completed,2023-11-03,0,
1746,67,421,272.46,completed,2023-11-03,0,
1747,188,895,85.49,completed,2023-11-03,0,
1748,422,1011,59.08,failed,2023-11-03,0,insufficient_funds
1749,387,1016,46.55,completed,2023-11-03,0,
1750,228,238,13.77,completed,2023-11-03,0,
1751,217,719,44.82,completed,2023-11-03,0,
1752,296,1673,4.25,completed,2023-11-03,0,
1753,159,108,10.37,completed,2023-11-03,0,
1754,132,1079,75.08,completed,2023-11-03,0,
1755,89,539,111.8,completed,2023-11-03,0,
1756,480,652,56.58,completed,2023-11-03,0,
1757,170,166,30.92,completed,2023-11-03,0,
1758,329,1363,18.46,completed,2023-11-03,0,
1759,447,611,151.54,completed,2023-11-03,0,
1760,170,1696,20.68,completed,2023-11-03,0,
1761,58,1072,21.52,completed,2023-11-03,0,
1762,481,1630,36.71,completed,2023-11-03,0,
1763,381,1515,149.98,completed,2023-11-03,0,
1764,184,532,129.69,completed,2023-11-03,0,
1765,268,434,30.16,completed,2023-11-03,0,
1766,89,460,76.05,completed,2023-11-03,0,
1767,394,287,125.87,completed,2023-11-03,0,
1768,203,163,102.78,completed,2023-11-03,0,
1769,463,669,84.65,completed,2023-11-03,0,
1770,232,434,12.85,completed,2023-11-03,0,
1771,32,278,47.54,completed,2023-11-03,0,
1772,254,1825,28.18,completed,2023-11-03,0,
1773,388,939,50.34,completed,2023-11-03,0,
1774,466,1681,31.58,completed,2023-11-03,0,
1775,487,865,143.29,completed,2023-11-03,0,
1776,2,1251,61.74,completed,2023-11-03,0,
1777,418,35,10.79,completed,2023-11-03,0,
1778,338,1879,104.97,completed,2023-11-03,0,
1779,487,1096,128.53,completed,2023-11-03,0,
1780,211,1882,34.95,completed,2023-11-03,0,
1781,156,850,5.96,completed,2023-11-03,0,
1782,220,371,28.66,completed,2023-11-03,0,
1783,415,1518,19.28,completed,2023-11-04,0,
1784,495,116,12.38,failed,2023-11-04,0,merchant_limit_exceeded
1785,51,1292,32.67,completed,2023-11-04,0,
1786,412,1684,53.45,completed,2023-11-04,0,
1787,498,1964,52.99,failed,2023-11-04,0,insufficient_funds
1788,45,1494,41.62,completed,2023-11-04,0,
1789,214,1608,43.03,completed,2023-11-04,0,
1790,488,1638,22.12,completed,2023-11-04,0,
1791,432,1923,26.45,completed,2023-11-04,0,
1792,433,1589,11.51,completed,2023-11-04,0,
1793,85,319,42.28,completed,2023-11-04,0,
1794,111,756,51.15,completed,2023-11-04,0,
1795,230,352,29.68,completed,2023-11-04,0,
1796,277,682,70.65,completed,2023-11-04,0,
1797,461,997,36.5,failed,2023-11-04,0,card_blocked
1798,447,143,72.75,completed,2023-11-04,0,
1799,63,1586,72.09,completed,2023-11-04,0,
1800,412,109,135.4,completed,2023-11-04,0,
1801,353,247,17.82,completed,2023-11-04,0,
1802,329,1640,44.42,completed,2023-11-04,0,
1803,97,780,22.69,completed,2023-11-04,0,
1804,380,1024,16.06,completed,2023-11-04,0,
1805,332,1680,37.37,completed,2023-11-04,0,
1806,450,1845,46.66,completed,2023-11-04,0,
1807,57,482,40.25,completed,2023-11-04,0,
1808,60,59,11.12,completed,2023-11-04,0,
1809,43,1340,7.33,failed,2023-11-04,0,insufficient_funds
1810,371,1050,20.82,completed,2023-11-04,0,
1811,172,1488,28.36,failed,2023-11-04,0,merchant_limit_exceeded
1812,95,94,39.19,completed,2023-11-04,0,
1813,284,997,82.81,completed,2023-11-04,0,
1814,383,1639,75.94,completed,2023-11-04,0,
1815,28,999,55.28,completed,2023-11-04,0,
1816,79,1450,16.02,failed,2023-11-04,0,insufficient_funds
1817,42,1472,21.85,completed,2023-11-04,0,
1818,435,161,9.14,completed,2023-11-04,0,
1819,36,1608,40.79,completed,2023-11-04,1,
1820,426,1220,40.64,completed,2023-11-04,0,
1821,226,572,147.97,completed,2023-11-04,0,
1822,51,76,79.8,completed,2023-11-04,0,
1823,10,1506,14.35,completed,2023-11-04,0,
1824,205,1573,22.93,completed,2023-11-04,0,
1825,130,299,120.71,completed,2023-11-04,0,
1826,448,1378,67.99,completed,2023-11-04,0,
1827,129,629,22.81,completed,2023-11-04,0,
1828,260,995,24.09,completed,2023-11-04,0,
1829,420,1523,16.65,completed,2023-11-04,0,
1830,116,595,19.26,completed,2023-11-04,0,
1831,273,1956,32.79,completed,2023-11-04,0,
1832,179,554,12.54,completed,2023-11-04,0,
1833,280,132,36.3,completed,2023-11-04,0,
1834,225,568,19.96,completed,2023-11-04,0,
1835,272,286,21.36,completed,2023-11-04,0,
1836,46,202,13.62,failed,2023-11-04,0,card_blocked
1837,479,1638,51.47,completed,2023-11-04,0,
1838,136,34,39.61,completed,2023-11-04,0,
1839,406,1588,36.45,completed,2023-11-05,0,
1840,266,767,108.9,completed,2023-11-05,0,
1841,156,1916,207.15,completed,2023-11-05,0,
1842,138,228,82.67,completed,2023-11-05,0,
1843,347,485,31.08,completed,2023-11-05,0,
1844,18,476,31.09,completed,2023-11-05,0,
1845,42,489,36.39,completed,2023-11-05,1,
1846,4,904,19.06,completed,2023-11-05,0,
1847,375,871,47.4,completed,2023-11-05,0,
1848,157,1799,68.32,completed,2023-11-05,0,
1849,384,1827,28.19,completed,2023-11-05,0,
1850,422,1523,32.39,completed,2023-11-05,0,
1851,319,46,31.49,completed,2023-11-05,0,
1852,152,1137,19.12,completed,2023-11-05,0,
1853,211,594,18.69,completed,2023-11-05,0,
1854,196,1324,34.89,completed,2023-11-05,0,
1855,410,1483,32.33,completed,2023-11-05,0,
1856,189,1800,44.71,completed,2023-11-05,0,
1857,461,1061,29.9,completed,2023-11-05,0,
1858,78,31,55.13,completed,2023-11-05,0,
1859,229,1967,31.44,failed,2023-11-05,0,card_blocked
1860,122,1562,54.25,completed,2023-11-05,0,
1861,207,33,38.11,completed,2023-11-05,0,
1862,415,1402,63.63,completed,2023-11-05,0,
1863,188,127,26.07,completed,2023-11-05,0,
1864,16,1275,26.14,completed,2023-11-05,0,
1865,278,964,142.79,completed,2023-11-05,0,
1866,436,1538,63.5,completed,2023-11-05,0,
1867,289,1847,70.84,completed,2023-11-05,0,
1868,8,342,76.7,completed,2023-11-05,0,
1869,284,841,39.33,completed,2023-11-05,1,
1870,65,78,14.85,completed,2023-11-05,1,
1871,254,1198,31.61,completed,2023-11-05,0,
1872,330,844,29.8,completed,2023-11-05,0,
1873,25,908,40.0,completed,2023-11-05,0,
1874,170,950,12.75,completed,2023-11-05,0,
1875,144,1674,27.38,failed,2023-11-05,0,merchant_limit_exceeded
1876,166,1249,19.24,completed,2023-11-05,0,
1877,363,786,39.18,completed,2023-11-05,0,
1878,43,140,50.7,completed,2023-11-05,0,
1879,360,24,23.71,completed,2023-11-05,0,
1880,232,1545,15.58,completed,2023-11-05,0,
1881,452,1468,16.84,completed,2023-11-05,0,
1882,62,1559,33.1,completed,2023-11-05,0,
1883,353,826,61.51,completed,2023-11-05,0,
1884,232,1504,79.24,completed,2023-11-05,0,
1885,208,359,24.41,completed,2023-11-05,0,
1886,38,1615,28.92,completed,2023-11-05,0,
1887,146,1511,150.89,completed,2023-11-05,0,
1888,359,1102,95.8,completed,2023-11-05,0,
1889,432,1876,18.84,completed,2023-11-05,0,
1890,347,417,103.8,failed,2023-11-06,0,card_blocked
1891,19,361,38.5,completed,2023-11-06,0,
1892,322,282,83.88,completed,2023-11-06,0,
1893,267,189,138.73,completed,2023-11-06,0,
1894,480,1695,20.91,completed,2023-11-06,0,
1895,210,1860,39.87,completed,2023-11-06,0,
1896,48,701,32.36,completed,2023-11-06,0,
1897,294,1420,4.76,completed,2023-11-06,0,
1898,107,143,98.92,completed,2023-11-06,1,
1899,86,1385,16.05,completed,2023-11-06,0,
1900,477,677,26.89,completed,2023-11-06,0,
1901,287,404,29.2,completed,2023-11-06,0,
1902,53,1337,39.65,completed,2023-11-06,0,
1903,254,1456,46.34,completed,2023-11-06,0,
1904,490,584,9.56,completed,2023-11-06,0,
1905,217,44,15.71,completed,2023-11-06,1,
1906,452,1580,7.71,completed,2023-11-06,0,
1907,78,1602,43.67,completed,2023-11-06,0,
1908,139,277,50.86,completed,2023-11-06,0,
1909,382,174,69.84,completed,2023-11-06,0,
1910,339,1861,38.75,completed,2023-11-06,0,
1911,114,112,114.02,completed,2023-11-06,0,
1912,199,495,10.62,completed,2023-11-06,0,
1913,319,1901,25.68,completed,2023-11-06,0,
1914,325,38,28.66,completed,2023-11-06,0,
1915,351,16,17.93,completed,2023-11-06,0,
1916,197,1452,53.86,completed,2023-11-06,0,
1917,140,1853,174.87,completed,2023-11-06,0,
1918,229,972,35.03,completed,2023-11-06,0,
1919,155,1290,11.02,completed,2023-11-06,0,
1920,127,91,30.19,completed,2023-11-06,0,
1921,197,1159,205.83,completed,2023-11-06,0,
1922,311,227,47.29,completed,2023-11-06,0,
1923,262,1837,11.51,completed,2023-11-06,0,
1924,66,233,55.68,completed,2023-11-06,0,
1925,184,1189,25.08,completed,2023-11-06,0,
1926,281,1432,10.42,completed,2023-11-06,0,
1927,136,1434,12.15,completed,2023-11-06,0,
1928,129,1277,17.07,completed,2023-11-06,0,
1929,347,1284,19.92,completed,2023-11-06,0,
1930,97,1762,16.32,completed,2023-11-06,0,
1931,56,1150,43.93,completed,2023-11-06,0,
1932,197,747,41.16,completed,2023-11-06,0,
1933,3,955,38.71,completed,2023-11-06,0,
1934,239,1859,34.12,completed,2023-11-06,0,
1935,374,915,77.55,completed,2023-11-06,0,
1936,119,1317,52.7,completed,2023-11-06,0,
1937,393,1183,39.87,completed,2023-11-06,0,
1938,117,319,41.09,completed,2023-11-06,0,
1939,247,1337,124.33,completed,2023-11-06,0,
1940,225,87,63.14,completed,2023-11-06,0,
1941,350,1213,16.91,completed,2023-11-06,0,
1942,32,1073,4.33,completed,2023-11-06,0,
1943,219,361,122.06,completed,2023-11-06,0,
1944,39,276,55.56,completed,2023-11-06,0,
1945,406,727,23.79,completed,2023-11-06,0,
1946,488,284,12.81,completed,2023-11-06,0,
1947,89,1600,7.62,completed,2023-11-06,0,
1948,258,419,18.2,completed,2023-11-06,0,
1949,425,1875,65.53,completed,2023-11-06,0,
1950,146,1192,90.77,completed,2023-11-06,0,
1951,135,986,8.3,completed,2023-11-06,0,
1952,33,1351,15.08,completed,2023-11-06,0,
1953,81,1595,31.19,completed,2023-11-06,1,
1954,469,1758,30.14,completed,2023-11-06,0,
1955,282,793,11.43,completed,2023-11-06,0,
1956,284,748,33.21,completed,2023-11-06,0,
1957,402,1114,148.32,failed,2023-11-06,0,card_blocked
1958,26,618,18.17,completed,2023-11-06,0,
1959,28,441,63.8,completed,2023-11-06,0,
1960,263,67,52.82,completed,2023-11-06,0,
1961,127,319,16.1,completed,2023-11-06,0,
1962,381,396,9.09,completed,2023-11-06,0,
1963,2,1493,34.38,completed,2023-11-06,0,
1964,37,1215,20.2,completed,2023-11-06,0,
1965,329,1161,28.34,completed,2023-11-06,0,
1966,471,1342,152.65,completed,2023-11-06,0,
1967,92,603,76.8,completed,2023-11-06,0,
1968,88,2,21.38,completed,2023-11-06,0,
1969,333,148,52.46,completed,2023-11-06,0,
1970,324,1644,8.16,failed,2023-11-07,0,processing_error
1971,340,1293,36.94,completed,2023-11-07,0,
1972,393,1403,42.76,completed,2023-11-07,0,
1973,91,1006,30.49,completed,2023-11-07,0,
1974,215,1481,14.4,completed,2023-11-07,0,
1975,161,1185,74.54,completed,2023-11-07,0,
1976,343,1003,15.08,completed,2023-11-07,0,
1977,64,1188,25.77,completed,2023-11-07,0,
1978,302,648,14.01,completed,2023-11-07,0,
1979,478,1442,21.27,completed,2023-11-07,0,
1980,133,1576,154.31,completed,2023-11-07,0,
1981,181,1766,73.58,failed,2023-11-07,0,insufficient_funds
1982,414,600,18.53,completed,2023-11-07,0,
1983,310,516,18.56,failed,2023-11-07,0,processing_error
1984,225,510,14.25,completed,2023-11-07,0,
1985,20,1340,46.3,completed,2023-11-07,0,
1986,64,1364,18.39,failed,2023-11-07,0,insufficient_funds
1987,131,393,21.11,completed,2023-11-07,0,
1988,196,189,28.13,failed,2023-11-07,0,card_blocked
1989,407,26,17.48,completed,2023-11-07,0,
1990,329,1228,34.76,completed,2023-11-07,0,
1991,376,1243,22.07,failed,2023-11-07,0,insufficient_funds
1992,272,1501,82.89,completed,2023-11-07,0,
1993,168,553,41.45,completed,2023-11-07,0,
1994,47,1888,81.42,completed,2023-11-07,0,
1995,299,1487,25.84,completed,2023-11-07,0,
1996,417,923,8.54,completed,2023-11-07,0,
1997,400,127,70.03,completed,2023-11-07,0,
1998,218,319,24.05,completed,2023-11-07,0,
1999,128,1139,51.2,completed,2023-11-07,0,
2000,95,1924,60.84,completed,2023-11-07,0,
2001,325,193,34.08,completed,2023-11-07,0,
2002,289,1675,39.09,completed,2023-11-07,0,
2003,33,1032,35.25,completed,2023-11-07,0,
2004,395,1674,35.39,failed,2023-11-07,0,card_blocked
2005,74,1839,19.86,completed,2023-11-07,0,
2006,208,609,24.31,completed,2023-11-07,0,
2007,69,1371,41.44,completed,2023-11-07,0,
2008,178,1757,7.86,completed,2023-11-07,0,
2009,36,1733,7.5,completed,2023-11-07,0,
2010,434,420,174.01,completed,2023-11-07,0,
2011,191,1662,65.7,completed,2023-11-07,0,
2012,24,1872,24.33,completed,2023-11-07,0,
2013,89,1294,36.94,completed,2023-11-07,0,
2014,51,1461,104.22,completed,2023-11-07,0,
2015,463,490,14.16,completed,2023-11-07,0,
2016,482,1973,61.69,completed,2023-11-07,0,
2017,315,1331,13.15,completed,2023-11-07,0,
2018,192,1105,11.8,completed,2023-11-07,0,
2019,142,223,20.25,completed,2023-11-07,0,
2020,123,527,19.04,completed,2023-11-07,0,
2021,33,1674,88.33,completed,2023-11-08,0,
2022,27,695,32.01,completed,2023-11-08,0,
2023,75,295,8.67,completed,2023-11-08,0,
2024,463,859,11.21,completed,2023-11-08,0,
2025,243,999,45.69,completed,2023-11-08,0,
